Player,Team,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated...13,ASTAdj,AST ToPass%,AST ToPass% Adj,game_date
Raymond Felton,DAL,1,1,0,31.9,67,73,12,0,15,23,10,17.9,14.9,03%2F14%2F2016
Reggie Bullock,DET,1,0,1,11.1,13,11,1,0,1,2,1,7.7,7.7,03%2F14%2F2016
Reggie Jackson,DET,1,0,1,19.9,37,48,1,0,2,2,1,2.7,2.7,03%2F14%2F2016
Richard Jefferson,CLE,1,0,1,8.9,3,4,0,0,0,0,0,0,0,03%2F14%2F2016
Ricky Rubio,MIN,1,0,1,36.4,76,79,17,0,27,38,18,22.4,23.7,03%2F14%2F2016
Rodney Hood,UTA,1,1,0,33.9,34,51,1,0,4,3,1,2.9,2.9,03%2F14%2F2016
Ronnie Price,PHX,1,1,0,3.9,8,8,0,0,1,0,0,0,0,03%2F14%2F2016
Rudy Gobert,UTA,1,1,0,32.2,39,26,2,0,4,5,2,5.1,5.1,03%2F14%2F2016
Russell Westbrook,OKC,1,1,0,28.5,50,50,16,0,25,38,18,32,36,03%2F14%2F2016
Ryan Anderson,NOP,1,0,1,30.7,26,31,2,0,2,6,2,7.7,7.7,03%2F14%2F2016
Ryan Hollins,MEM,1,0,1,25.9,18,15,0,1,3,0,1,0,5.6,03%2F14%2F2016
Sasha Kaun,CLE,1,0,1,0,1,0,0,0,0,0,0,0,0,03%2F14%2F2016
Serge Ibaka,OKC,1,1,0,26.2,15,17,0,0,0,0,0,0,0,03%2F14%2F2016
Shabazz Muhammad,MIN,1,0,1,23.5,6,16,0,0,0,0,0,0,0,03%2F14%2F2016
Shaun Livingston,GSW,1,1,0,15.8,26,26,4,1,4,9,5,15.4,19.2,03%2F14%2F2016
Shelvin Mack,UTA,1,1,0,37.2,74,79,10,0,19,24,11,13.5,14.9,03%2F14%2F2016
Stanley Johnson,DET,1,0,1,25.8,35,20,4,0,5,7,4,11.4,11.4,03%2F14%2F2016
Stephen Curry,GSW,1,1,0,31.3,43,54,5,0,6,11,5,11.6,11.6,03%2F14%2F2016
Steve Blake,DET,1,0,1,28.1,50,65,3,0,10,8,4,6,8,03%2F14%2F2016
Steven Adams,OKC,1,1,0,19,28,13,0,0,2,0,0,0,0,03%2F14%2F2016
Taj Gibson,CHI,1,1,0,34.8,38,27,3,0,6,8,3,7.9,7.9,03%2F14%2F2016
Tayshaun Prince,MIN,1,0,1,19,21,12,1,0,1,2,1,4.8,4.8,03%2F14%2F2016
Terrence Ross,TOR,1,0,1,17.9,13,13,1,1,1,3,2,7.7,15.4,03%2F14%2F2016
Timofey Mozgov,CLE,1,0,1,16.1,14,8,0,0,1,0,0,0,0,03%2F14%2F2016
Tobias Harris,DET,1,0,1,23.3,42,32,2,0,4,5,2,4.8,4.8,03%2F14%2F2016
Toney Douglas,NOP,1,0,1,37.6,64,71,8,1,10,19,10,12.5,15.6,03%2F14%2F2016
Tony Allen,MEM,1,0,1,25.8,27,25,0,0,6,3,2,0,7.4,03%2F14%2F2016
Tony Snell,CHI,1,1,0,11.6,7,11,1,0,1,3,1,14.3,14.3,03%2F14%2F2016
Trevor Ariza,HOU,1,1,0,20.8,14,19,1,0,2,3,1,7.1,7.1,03%2F14%2F2016
Trevor Booker,UTA,1,1,0,19.1,35,18,0,0,1,2,1,0,2.9,03%2F14%2F2016
Trey Burke,UTA,1,1,0,3,4,5,0,0,2,0,0,0,0,03%2F14%2F2016
Trey Lyles,UTA,1,1,0,12.8,18,19,0,0,0,0,0,0,0,03%2F14%2F2016
Tristan Thompson,CLE,1,0,1,19.8,16,10,0,0,2,0,0,0,0,03%2F14%2F2016
Troy Daniels,CHA,1,0,1,14.9,13,13,1,1,1,5,3,7.7,23.1,03%2F14%2F2016
Tyson Chandler,PHX,1,1,0,30.5,38,27,1,0,1,2,1,2.6,2.6,03%2F14%2F2016
Tyus Jones,MIN,1,0,1,11.6,27,29,1,0,8,2,1,3.7,3.7,03%2F14%2F2016
Wesley Matthews,DAL,1,1,0,37.6,31,32,2,0,4,5,3,6.5,9.7,03%2F14%2F2016
Will Barton,DEN,1,0,1,20.2,23,25,0,1,1,0,1,0,4.3,03%2F14%2F2016
Zach LaVine,MIN,1,0,1,31.7,19,30,1,1,8,5,4,5.3,21.1,03%2F14%2F2016
Zaza Pachulia,DAL,1,1,0,6,12,7,0,0,0,0,0,0,0,03%2F14%2F2016
Aaron Gordon,ORL,1,1,0,26.7,34,21,0,0,0,0,0,0,0,03%2F15%2F2016
Amir Johnson,BOS,1,0,1,22.8,36,25,0,0,4,0,1,0,2.8,03%2F15%2F2016
Andre Miller,SAS,1,1,0,3.8,7,5,1,0,1,2,1,14.3,14.3,03%2F15%2F2016
Austin Rivers,LAC,1,0,1,17.9,24,29,1,0,3,2,1,4.2,4.2,03%2F15%2F2016
Avery Bradley,BOS,1,0,1,38.6,36,43,2,1,3,5,3,5.6,8.3,03%2F15%2F2016
Axel Toupane,DEN,1,0,1,12.7,10,8,0,0,1,0,0,0,0,03%2F15%2F2016
Bismack Biyombo,TOR,1,1,0,24.9,28,18,1,0,4,5,2,3.6,7.1,03%2F15%2F2016
Boban Marjanovic,SAS,1,1,0,4.2,6,5,1,0,1,2,1,16.7,16.7,03%2F15%2F2016
Bojan Bogdanovic,BKN,1,1,0,37.1,27,44,2,0,4,5,2,7.4,7.4,03%2F15%2F2016
Boris Diaw,SAS,1,1,0,13.4,17,14,0,0,2,2,1,0,5.9,03%2F15%2F2016
Brandon Jennings,ORL,1,1,0,27,53,61,11,0,15,27,11,20.8,20.8,03%2F15%2F2016
Brook Lopez,BKN,1,1,0,37.1,31,35,4,0,8,12,5,12.9,16.1,03%2F15%2F2016
C.J. Watson,ORL,1,1,0,21,45,48,3,0,9,8,4,6.7,8.9,03%2F15%2F2016
Carl Landry,PHI,1,0,1,25.6,40,29,4,0,6,10,4,10,10,03%2F15%2F2016
Chris McCullough,BKN,1,1,0,6.6,4,2,0,0,0,0,0,0,0,03%2F15%2F2016
Chris Paul,LAC,1,0,1,33.3,59,68,8,1,13,22,11,13.6,18.6,03%2F15%2F2016
Cole Aldrich,LAC,1,0,1,13.6,23,11,0,0,0,0,0,0,0,03%2F15%2F2016
Cory Joseph,TOR,1,1,0,24.8,52,55,6,0,10,16,6,11.5,11.5,03%2F15%2F2016
Coty Clarke,BOS,1,0,1,3.3,6,7,0,0,0,0,0,0,0,03%2F15%2F2016
D'Angelo Russell,LAL,1,0,1,25.3,36,42,3,0,7,6,3,8.3,8.3,03%2F15%2F2016
D.J. Augustin,DEN,1,0,1,33,43,50,8,0,15,17,8,18.6,18.6,03%2F15%2F2016
Damien Inglis,MIL,1,0,1,3.5,5,4,0,1,1,0,1,0,20,03%2F15%2F2016
Danny Green,SAS,1,1,0,26.1,29,24,1,1,2,3,2,3.4,6.9,03%2F15%2F2016
Darrell Arthur,DEN,1,0,1,27.8,40,26,2,0,6,6,3,5,7.5,03%2F15%2F2016
Darren Collison,SAC,1,1,0,41.1,40,56,6,1,7,10,6,15,15,03%2F15%2F2016
David West,SAS,1,1,0,17,18,15,1,0,4,3,1,5.6,5.6,03%2F15%2F2016
DeAndre Jordan,LAC,1,0,1,36.6,51,40,0,0,1,0,0,0,0,03%2F15%2F2016
DeMarcus Cousins,SAC,1,1,0,36.1,42,43,3,1,5,6,4,7.1,9.5,03%2F15%2F2016
Delon Wright,TOR,1,1,0,2.8,3,5,0,0,0,0,0,0,0,03%2F15%2F2016
Dewayne Dedmon,ORL,1,1,0,20,12,5,0,0,1,0,0,0,0,03%2F15%2F2016
Donald Sloan,BKN,1,1,0,24,35,38,3,0,7,6,3,8.6,8.6,03%2F15%2F2016
Elton Brand,PHI,1,0,1,12.6,19,15,3,0,2,9,3,15.8,15.8,03%2F15%2F2016
Emmanuel Mudiay,DEN,1,0,1,27.4,47,61,4,1,7,8,4,8.5,8.5,03%2F15%2F2016
Ersan Ilyasova,ORL,1,1,0,21.3,19,12,1,0,2,2,1,5.3,5.3,03%2F15%2F2016
Evan Fournier,ORL,1,1,0,42.3,42,60,3,2,9,10,6,7.1,14.3,03%2F15%2F2016
Evan Turner,BOS,1,0,1,27,54,54,5,0,12,11,5,9.3,9.3,03%2F15%2F2016
Gary Harris,DEN,1,0,1,36.1,23,30,3,0,4,8,3,13,13,03%2F15%2F2016
George Hill,IND,1,1,0,30.4,53,59,3,0,5,7,3,5.7,5.7,03%2F15%2F2016
Giannis Antetokounmpo,MIL,1,0,1,35.1,64,55,9,0,13,20,9,14.1,14.1,03%2F15%2F2016
Greg Monroe,MIL,1,0,1,28.6,27,22,0,0,4,1,1,0,3.7,03%2F15%2F2016
Hollis Thompson,PHI,1,0,1,32,26,29,2,0,3,4,2,7.7,7.7,03%2F15%2F2016
Ian Mahinmi,IND,1,1,0,24.6,39,35,1,0,5,2,1,2.6,2.6,03%2F15%2F2016
Isaiah Canaan,PHI,1,0,1,31.8,42,53,1,1,6,2,2,2.4,4.8,03%2F15%2F2016
Isaiah Thomas,BOS,1,0,1,34.9,62,80,8,0,19,20,9,12.9,14.5,03%2F15%2F2016
Ish Smith,PHI,1,0,1,30,73,79,6,1,13,13,7,8.2,9.6,03%2F15%2F2016
JJ Redick,LAC,1,0,1,28.8,21,30,1,0,3,2,2,4.8,9.5,03%2F15%2F2016
JaKarr Sampson,DEN,1,0,1,8.6,2,4,0,1,0,0,1,0,50,03%2F15%2F2016
Jabari Parker,MIL,1,0,1,37.3,34,31,2,0,2,4,2,5.9,5.9,03%2F15%2F2016
Jamal Crawford,LAC,1,0,1,22.3,21,29,3,0,3,7,3,14.3,14.3,03%2F15%2F2016
James Johnson,TOR,1,1,0,24,16,23,2,0,4,4,2,12.5,12.5,03%2F15%2F2016
Jared Sullinger,BOS,1,0,1,30,35,30,3,0,7,7,3,8.6,8.6,03%2F15%2F2016
Jason Smith,ORL,1,1,0,28,47,35,1,0,3,4,1,2.1,2.1,03%2F15%2F2016
Jason Thompson,TOR,1,1,0,23.1,22,9,0,0,0,0,0,0,0,03%2F15%2F2016
Jeff Green,LAC,1,0,1,31.5,22,29,0,0,0,0,0,0,0,03%2F15%2F2016
Jerryd Bayless,MIL,1,0,1,28.4,20,27,0,0,3,0,0,0,0,03%2F15%2F2016
Joe Young,IND,1,1,0,8.7,15,18,1,0,2,2,1,6.7,6.7,03%2F15%2F2016
Joffrey Lauvergne,DEN,1,0,1,22.7,17,14,1,0,2,3,1,5.9,5.9,03%2F15%2F2016
John Henson,MIL,1,0,1,5.8,4,6,0,0,1,0,0,0,0,03%2F15%2F2016
Johnny O'Bryant III,MIL,1,0,1,15.5,12,8,0,0,1,0,0,0,0,03%2F15%2F2016
Jonas Jerebko,BOS,1,0,1,26.3,57,42,2,0,6,5,2,3.5,3.5,03%2F15%2F2016
Jordan Clarkson,LAL,1,0,1,26.4,25,37,1,0,6,2,1,4,4,03%2F15%2F2016
Jordan Hill,IND,1,1,0,23.2,21,19,0,0,2,1,1,0,4.8,03%2F15%2F2016
Julius Randle,LAL,1,0,1,30.9,49,28,3,0,6,6,3,6.1,6.1,03%2F15%2F2016
Kawhi Leonard,SAS,1,1,0,33.7,39,46,4,1,8,7,4,10.3,10.3,03%2F15%2F2016
Kendall Marshall,PHI,1,0,1,19.3,16,18,2,0,3,4,2,12.5,12.5,03%2F15%2F2016
Kenneth Faried,DEN,1,0,1,14.8,18,15,1,0,3,2,1,5.6,5.6,03%2F15%2F2016
Kevin Martin,SAS,1,1,0,12.1,5,9,0,0,0,0,0,0,0,03%2F15%2F2016
Khris Middleton,MIL,1,0,1,30.6,27,37,3,1,7,6,4,11.1,14.8,03%2F15%2F2016
Kosta Koufos,SAC,1,1,0,11.9,6,4,0,0,1,0,0,0,0,03%2F15%2F2016
Kyle Anderson,SAS,1,1,0,14.3,15,12,0,0,2,0,0,0,0,03%2F15%2F2016
Kyle Lowry,TOR,1,1,0,28.2,55,65,11,0,15,25,11,20,20,03%2F15%2F2016
LaMarcus Aldridge,SAS,1,1,0,29.5,34,35,2,0,2,4,2,5.9,5.9,03%2F15%2F2016
Larry Nance Jr.,LAL,1,0,1,25,30,21,1,0,4,6,2,3.3,6.7,03%2F15%2F2016
Lavoy Allen,IND,1,1,0,26.2,26,12,1,0,3,2,1,3.8,3.8,03%2F15%2F2016
Lou Williams,LAL,1,0,1,24.3,21,31,2,0,6,4,2,9.5,9.5,03%2F15%2F2016
Luc Mbah a Moute,LAC,1,0,1,22.7,12,7,0,0,0,0,0,0,0,03%2F15%2F2016
Lucas Nogueira,TOR,1,1,0,3.5,0,1,0,0,0,0,0,0,0,03%2F15%2F2016
Luis Scola,TOR,1,1,0,24.5,39,32,2,0,4,6,2,5.1,5.1,03%2F15%2F2016
Manu Ginobili,SAS,1,1,0,15.6,18,26,2,1,3,4,3,11.1,16.7,03%2F15%2F2016
Marcelo Huertas,LAL,1,0,1,20,38,46,6,0,6,12,6,15.8,15.8,03%2F15%2F2016
Marco Belinelli,SAC,1,1,0,15,10,18,1,0,3,3,1,10,10,03%2F15%2F2016
Marcus Smart,BOS,1,0,1,31.9,28,34,2,0,3,4,2,7.1,7.1,03%2F15%2F2016
Mario Hezonja,ORL,1,1,0,14.2,22,19,3,0,4,6,3,13.6,13.6,03%2F15%2F2016
Markel Brown,BKN,1,1,0,24.3,18,19,2,0,3,4,2,11.1,11.1,03%2F15%2F2016
Metta World Peace,LAL,1,0,1,19.1,18,23,1,0,1,2,1,5.6,5.6,03%2F15%2F2016
Miles Plumlee,MIL,1,0,1,13.7,11,11,0,0,0,0,0,0,0,03%2F15%2F2016
Monta Ellis,IND,1,1,0,33.8,49,57,6,0,13,14,7,12.2,14.3,03%2F15%2F2016
Myles Turner,IND,1,1,0,21.3,22,19,1,0,0,0,0,4.5,0,03%2F15%2F2016
Nerlens Noel,PHI,1,0,1,29.3,46,43,2,0,5,5,2,4.3,4.3,03%2F15%2F2016
Nik Stauskas,PHI,1,0,1,30.4,41,36,1,1,7,4,3,2.4,7.3,03%2F15%2F2016
Nikola Jokic,DEN,1,0,1,25.3,38,30,4,1,7,10,6,10.5,15.8,03%2F15%2F2016
Norman Powell,TOR,1,1,0,34.5,34,43,2,0,4,5,2,5.9,5.9,03%2F15%2F2016
Omri Casspi,SAC,1,1,0,20.3,23,18,1,0,3,3,2,4.3,8.7,03%2F15%2F2016
Pablo Prigioni,LAC,1,0,1,12.7,31,29,1,0,4,3,1,3.2,3.2,03%2F15%2F2016
Patrick Patterson,TOR,1,1,0,20,37,30,2,0,3,5,2,5.4,5.4,03%2F15%2F2016
Patty Mills,SAS,1,1,0,23.5,35,40,6,0,6,13,6,17.1,17.1,03%2F15%2F2016
Paul George,IND,1,1,0,34.9,35,39,4,0,6,8,4,11.4,11.4,03%2F15%2F2016
Quincy Acy,SAC,1,1,0,5.5,7,5,0,0,0,0,0,0,0,03%2F15%2F2016
Rajon Rondo,SAC,1,1,0,36.7,71,67,12,1,21,30,16,16.9,22.5,03%2F15%2F2016
Rashad Vaughn,MIL,1,0,1,13.3,8,8,1,0,1,2,1,12.5,12.5,03%2F15%2F2016
Robert Sacre,LAL,1,0,1,22.2,28,22,2,0,4,6,3,7.1,10.7,03%2F15%2F2016
Rodney Stuckey,IND,1,1,0,19.5,12,18,1,1,3,5,3,8.3,25,03%2F15%2F2016
Roy Hibbert,LAL,1,0,1,13.6,9,9,0,0,1,0,0,0,0,03%2F15%2F2016
Rudy Gay,SAC,1,1,0,35.5,27,28,3,1,3,7,4,11.1,14.8,03%2F15%2F2016
Ryan Kelly,LAL,1,0,1,21,21,14,0,0,1,2,1,0,4.8,03%2F15%2F2016
Sean Kilpatrick,BKN,1,1,0,23.3,19,23,2,0,4,5,2,10.5,10.5,03%2F15%2F2016
Sergey Karasev,BKN,1,1,0,5.5,5,4,1,0,1,2,1,20,20,03%2F15%2F2016
Seth Curry,SAC,1,1,0,6.1,3,5,0,0,1,0,0,0,0,03%2F15%2F2016
Shane Larkin,BKN,1,1,0,24,44,48,2,0,11,7,4,4.5,9.1,03%2F15%2F2016
Solomon Hill,IND,1,1,0,17.5,12,8,0,0,2,0,0,0,0,03%2F15%2F2016
Sonny Weems,PHX,1,0,1,8.6,6,7,0,0,2,0,0,0,0,03%2F15%2F2016
T.J. McConnell,PHI,1,0,1,20.4,47,47,5,2,7,14,7,10.6,14.9,03%2F15%2F2016
Tarik Black,LAL,1,0,1,12.2,10,12,1,0,1,3,1,10,10,03%2F15%2F2016
Terrence Ross,TOR,1,1,0,29.7,25,30,1,0,3,3,1,4,4,03%2F15%2F2016
Terry Rozier,BOS,1,0,1,11.7,16,15,1,0,2,3,1,6.3,6.3,03%2F15%2F2016
Thaddeus Young,BKN,1,1,0,32.7,58,33,4,0,7,11,4,6.9,6.9,03%2F15%2F2016
Thomas Robinson,BKN,1,1,0,8.9,10,5,0,0,1,0,1,0,10,03%2F15%2F2016
Tim Duncan,SAS,1,1,0,22.5,31,20,2,1,6,7,4,6.5,12.9,03%2F15%2F2016
Tony Parker,SAS,1,1,0,24.4,50,53,5,1,12,14,7,10,14,03%2F15%2F2016
Tyler Ennis,MIL,1,0,1,28.4,43,46,3,1,6,6,4,7,9.3,03%2F15%2F2016
Tyler Zeller,BOS,1,0,1,13.7,17,17,0,0,1,0,0,0,0,03%2F15%2F2016
Victor Oladipo,ORL,1,1,0,39.5,41,54,6,0,7,13,6,14.6,14.6,03%2F15%2F2016
Wayne Ellington,BKN,1,1,0,16.5,22,22,3,0,6,7,3,13.6,13.6,03%2F15%2F2016
Wesley Johnson,LAC,1,0,1,20.8,24,16,1,0,2,3,1,4.2,4.2,03%2F15%2F2016
Will Barton,DEN,1,0,1,31.6,30,30,0,0,4,0,0,0,0,03%2F15%2F2016
Willie Cauley-Stein,SAC,1,1,0,31.8,22,7,0,0,2,0,0,0,0,03%2F15%2F2016
Aaron Brooks,CHI,1,0,1,9.4,13,19,2,0,2,5,2,15.4,15.4,03%2F16%2F2016
Aaron Gordon,ORL,1,0,1,12.9,18,10,0,0,2,1,1,0,5.6,03%2F16%2F2016
Al Horford,ATL,1,1,0,35.1,52,45,4,0,8,13,5,7.7,9.6,03%2F16%2F2016
Al Jefferson,CHA,1,1,0,18.7,12,17,3,0,4,5,2,25,16.7,03%2F16%2F2016
Alex Stepheson,MEM,1,0,1,5.5,3,1,0,0,0,0,0,0,0,03%2F16%2F2016
Alonzo Gee,NOP,1,1,0,24.5,12,11,2,0,4,8,3,16.7,25,03%2F16%2F2016
Amir Johnson,BOS,1,0,1,24.7,55,32,5,0,7,13,5,9.1,9.1,03%2F16%2F2016
Anderson Varejao,GSW,1,1,0,10,20,20,2,0,5,5,2,10,10,03%2F16%2F2016
Andre Drummond,DET,1,0,1,34.1,23,21,0,0,5,0,0,0,0,03%2F16%2F2016
Andre Roberson,OKC,1,1,0,17.5,6,4,0,0,1,0,0,0,0,03%2F16%2F2016
Andrew Bogut,GSW,1,1,0,22.4,36,26,4,0,9,11,4,11.1,11.1,03%2F16%2F2016
Andrew Nicholson,ORL,1,0,1,23.1,25,22,3,0,5,8,3,12,12,03%2F16%2F2016
Andrew Wiggins,MIN,1,1,0,30.8,15,21,1,2,1,5,4,6.7,26.7,03%2F16%2F2016
Anthony Davis,NOP,1,1,0,31.2,41,42,2,0,3,4,2,4.9,4.9,03%2F16%2F2016
Anthony Morrow,OKC,1,1,0,6.9,3,7,0,0,0,0,0,0,0,03%2F16%2F2016
Anthony Tolliver,DET,1,0,1,13.8,16,7,0,0,1,0,0,0,0,03%2F16%2F2016
Aron Baynes,DET,1,0,1,13.9,11,11,1,0,2,3,1,9.1,9.1,03%2F16%2F2016
Arron Afflalo,NYK,1,0,1,35.1,48,47,4,0,3,9,4,8.3,8.3,03%2F16%2F2016
Austin Rivers,LAC,1,1,0,18.6,26,30,1,1,2,3,2,3.8,7.7,03%2F16%2F2016
Avery Bradley,BOS,1,0,1,26.3,15,27,2,0,4,5,2,13.3,13.3,03%2F16%2F2016
Bobby Portis,CHI,1,0,1,24.6,28,19,3,0,4,8,3,10.7,10.7,03%2F16%2F2016
Bradley Beal,WAS,1,1,0,30.6,31,38,2,0,5,5,2,6.5,6.5,03%2F16%2F2016
Brandon Jennings,ORL,1,0,1,23.9,50,52,4,0,10,10,4,8,8,03%2F16%2F2016
Brandon Rush,GSW,1,1,0,20.1,23,26,0,0,3,0,0,0,0,03%2F16%2F2016
Briante Weber,MIA,1,0,1,34,63,69,4,0,8,8,4,6.3,6.3,03%2F16%2F2016
C.J. Watson,ORL,1,0,1,25.6,39,40,7,0,11,15,7,17.9,17.9,03%2F16%2F2016
Cameron Payne,OKC,1,1,0,21.7,40,40,4,0,8,10,4,10,10,03%2F16%2F2016
Carmelo Anthony,NYK,1,0,1,29.9,46,51,6,0,7,13,6,13,13,03%2F16%2F2016
Caron Butler,SAC,1,0,1,9.5,11,9,2,0,2,5,2,18.2,18.2,03%2F16%2F2016
Chandler Parsons,DAL,1,0,1,35.7,50,44,10,1,10,27,13,20,26,03%2F16%2F2016
Channing Frye,CLE,1,1,0,18.1,31,25,0,0,2,0,0,0,0,03%2F16%2F2016
Chris Paul,LAC,1,1,0,31.9,51,62,16,0,21,37,17,31.4,33.3,03%2F16%2F2016
Clint Capela,HOU,1,0,1,7.4,8,4,0,0,1,0,0,0,0,03%2F16%2F2016
Cody Zeller,CHA,1,1,0,29.3,27,22,0,0,2,0,0,0,0,03%2F16%2F2016
Cole Aldrich,LAC,1,1,0,10.2,14,7,1,0,1,3,1,7.1,7.1,03%2F16%2F2016
Corey Brewer,HOU,1,0,1,21.9,17,20,2,0,4,6,2,11.8,11.8,03%2F16%2F2016
Coty Clarke,BOS,1,0,1,0,0,0,0,0,0,0,0,0,0,03%2F16%2F2016
Courtney Lee,CHA,1,1,0,27.8,23,27,5,0,8,15,6,21.7,26.1,03%2F16%2F2016
Cristiano Felicio,CHI,1,0,1,16.9,21,10,1,0,2,2,1,4.8,4.8,03%2F16%2F2016
Dante Cunningham,NOP,1,1,0,25.6,16,16,2,0,6,5,2,12.5,12.5,03%2F16%2F2016
Darren Collison,SAC,1,0,1,27.2,60,68,4,2,10,11,7,6.7,11.7,03%2F16%2F2016
David Lee,DAL,1,0,1,21.6,18,25,1,0,2,5,2,5.6,11.1,03%2F16%2F2016
DeAndre Jordan,LAC,1,1,0,37.2,55,25,1,0,3,3,1,1.8,1.8,03%2F16%2F2016
DeMarcus Cousins,SAC,1,0,1,34.1,58,58,5,1,10,12,6,8.6,10.3,03%2F16%2F2016
Dennis Schroder,ATL,1,1,0,21.5,56,70,7,2,18,20,10,12.5,17.9,03%2F16%2F2016
Deron Williams,DAL,1,0,1,24.8,46,42,5,0,8,9,4,10.9,8.7,03%2F16%2F2016
Derrick Rose,CHI,1,0,1,29.1,47,63,4,1,8,13,7,8.5,14.9,03%2F16%2F2016
Derrick Williams,NYK,1,0,1,13.6,21,19,2,0,3,4,2,9.5,9.5,03%2F16%2F2016
Devin Harris,DAL,1,0,1,28.1,26,20,0,0,2,0,0,0,0,03%2F16%2F2016
Devyn Marble,ORL,1,0,1,15.3,8,9,0,0,0,0,0,0,0,03%2F16%2F2016
Dewayne Dedmon,ORL,1,0,1,19.4,16,8,0,0,0,0,0,0,0,03%2F16%2F2016
Dion Waiters,OKC,1,1,0,11.1,10,15,0,0,2,0,0,0,0,03%2F16%2F2016
Dirk Nowitzki,DAL,1,0,1,34.8,27,39,3,0,1,5,2,11.1,7.4,03%2F16%2F2016
Donatas Motiejunas,HOU,1,0,1,7.6,9,7,1,0,1,2,1,11.1,11.1,03%2F16%2F2016
Doug McDermott,CHI,1,0,1,30.5,14,18,2,0,2,5,2,14.3,14.3,03%2F16%2F2016
Draymond Green,GSW,1,1,0,28.6,46,36,10,0,12,24,10,21.7,21.7,03%2F16%2F2016
Dwight Howard,HOU,1,0,1,33,38,30,1,0,2,2,1,2.6,2.6,03%2F16%2F2016
Dwight Powell,DAL,1,0,1,2.6,3,2,0,0,0,0,0,0,0,03%2F16%2F2016
E'Twaun Moore,CHI,1,0,1,19.9,26,26,2,0,5,4,2,7.7,7.7,03%2F16%2F2016
Enes Kanter,OKC,1,1,0,25.7,52,29,1,0,3,2,1,1.9,1.9,03%2F16%2F2016
Evan Fournier,ORL,1,0,1,27.8,22,29,1,0,6,3,1,4.5,4.5,03%2F16%2F2016
Evan Turner,BOS,1,0,1,20.9,31,33,1,0,5,4,2,3.2,6.5,03%2F16%2F2016
Frank Kaminsky,CHA,1,1,0,17.8,36,21,1,0,7,2,1,2.8,2.8,03%2F16%2F2016
Garrett Temple,WAS,1,1,0,30,23,22,4,0,4,9,4,17.4,17.4,03%2F16%2F2016
Gorgui Dieng,MIN,1,1,0,31.7,33,29,7,0,8,18,7,21.2,21.2,03%2F16%2F2016
Greg Smith,MIN,1,1,0,12.6,7,8,0,0,0,0,0,0,0,03%2F16%2F2016
Harrison Barnes,GSW,1,1,0,31.6,26,24,1,0,3,2,1,3.8,3.8,03%2F16%2F2016
Ian Clark,GSW,1,1,0,11.9,29,25,2,0,4,5,2,6.9,6.9,03%2F16%2F2016
Iman Shumpert,CLE,1,1,0,31.7,29,22,5,1,5,13,6,17.2,20.7,03%2F16%2F2016
Isaiah Thomas,BOS,1,0,1,29,56,75,1,1,8,2,2,1.8,3.6,03%2F16%2F2016
J.J. Barea,DAL,1,0,1,23.2,40,44,4,0,14,12,5,10,12.5,03%2F16%2F2016
JJ Hickson,WAS,1,1,0,6.2,7,7,1,0,1,3,1,14.3,14.3,03%2F16%2F2016
JJ Redick,LAC,1,1,0,31.9,18,33,3,1,5,9,5,16.7,27.8,03%2F16%2F2016
JR Smith,CLE,1,1,0,39.9,32,39,4,0,5,9,4,12.5,12.5,03%2F16%2F2016
JaMychal Green,MEM,1,0,1,31.1,38,37,3,0,6,8,4,7.9,10.5,03%2F16%2F2016
Jamal Crawford,LAC,1,1,0,27.5,31,40,7,0,9,16,7,22.6,22.6,03%2F16%2F2016
James Anderson,SAC,1,0,1,33.7,24,26,1,0,4,2,1,4.2,4.2,03%2F16%2F2016
James Harden,HOU,1,0,1,44.2,60,82,8,2,14,19,10,13.3,16.7,03%2F16%2F2016
James Michael McAdoo,GSW,1,1,0,7.6,14,15,1,0,1,2,1,7.1,7.1,03%2F16%2F2016
James Young,BOS,1,0,1,22.4,18,15,2,0,4,5,2,11.1,11.1,03%2F16%2F2016
Jared Dudley,WAS,1,1,0,15.9,27,16,0,0,1,0,0,0,0,03%2F16%2F2016
Jared Sullinger,BOS,1,0,1,19.9,36,31,0,0,5,0,0,0,0,03%2F16%2F2016
Jarell Martin,MEM,1,0,1,23.6,36,23,1,1,1,3,2,2.8,5.6,03%2F16%2F2016
Jason Smith,ORL,1,0,1,19.3,27,25,2,0,2,7,3,7.4,11.1,03%2F16%2F2016
Jason Terry,HOU,1,0,1,25.9,30,28,3,0,4,7,3,10,10,03%2F16%2F2016
Jeff Green,LAC,1,1,0,15.6,13,15,0,0,0,0,0,0,0,03%2F16%2F2016
Jeff Teague,ATL,1,1,0,28.4,50,67,9,0,12,20,9,18,18,03%2F16%2F2016
Jeremy Lin,CHA,1,1,0,25,27,35,2,2,5,5,4,7.4,14.8,03%2F16%2F2016
Jerian Grant,NYK,1,0,1,19,39,43,2,5,6,4,7,5.1,17.9,03%2F16%2F2016
Jimmy Butler,CHI,1,0,1,28.7,39,43,3,0,8,7,3,7.7,7.7,03%2F16%2F2016
John Wall,WAS,1,1,0,39.1,62,76,12,1,18,34,14,19.4,22.6,03%2F16%2F2016
Jordan Mickey,BOS,1,0,1,8.9,7,4,0,0,0,0,0,0,0,03%2F16%2F2016
